Id,Word,Zh_meaning
1279,architektin,
1280,arg,
1286,argerst,
1287,argert,
1290,ark,
1291,arm,
1305,art,
1309,artikel,
1319,arz,
1320,arzt,
1362,arztin,
1364,arztpraxis,
1365,arzttermin,
1366,arzu,
1367,asc,
1368,aspirin,
1369,ass,
1370,ast,
1371,asyl,
1372,atem,
1373,aterina,
1374,atlantis,
1375,atm,
1377,atmet,
1379,aua,
1380,auch,
1472,auer,
1473,auet,
1474,auf,
1818,aufenthalt,
1821,aufenthaltsraum,
1822,auff,
1823,auffall,
1824,aufford,
1825,aufforder,
1826,auffuhr,
1827,aufgab,
1838,aufgeb,
1839,aufgefall,
1840,aufgefordert,
1841,aufgefuhrt,
1842,aufgegeb,
1843,aufgehalt,
1844,aufgehob,
1845,aufgehort,
1846,aufgelad,
1847,aufgelost,
1848,aufgemacht,
1849,aufgenomm,
1852,aufgepasst,
1854,aufgeraumt,
1855,aufgeregt,
1856,aufgeschrieb,
1857,aufgestand,
1859,aufgetret,
1860,aufgewacht,
1861,aufhalt,
1862,aufhang,
1864,aufheb,
1866,aufhor,
1869,auflad,
1870,auflos,
1871,aufmach,
1874,aufmerksam,
1877,aufnahm,
1879,aufnehm,
1880,aufpass,
1882,aufraaum,
1883,aufraum,
1885,aufreg,
1896,aufschreib,
1897,aufsnuc,
1898,aufsteh,
1903,auftrag,
1905,auftret,
1906,auftritt,
1907,aufwach,
1908,aufwart,
1910,aufzu,
1911,aufzug,
1922,aufzusteh,
1923,aufzzuuug,
1924,aug,
1932,augenblick,
1936,august,
1938,aus,
2147,ausbild,
2159,ausdruck,
2164,auseinand,
2165,ausfahrt,
2168,ausfall,
2169,ausflug,
2181,ausfull,
2184,ausg,
2185,ausgab,
2187,ausgang,
2192,ausgeb,
2194,ausgebildet,
2195,ausgedruckt,
2196,ausgefall,
2197,ausgefullt,
2199,ausgegang,
2204,ausgegeb,
2205,ausgeh,
2206,ausgemacht,
2209,ausgemess,
2210,ausgepackt,
2211,ausgereicht,
2212,ausgerichtet,
2213,ausgeruht,
2215,ausgeschlaf,
2216,ausgeschloss,
2218,ausgeseh,
2220,ausgesproch,
2221,ausgestellt,
2223,ausgestieg,
2224,ausgesucht,
2225,ausgetrag,
2226,ausgewahlt,
2227,ausgezeichnet,
2228,ausgezog,
2231,aushilf,
2232,auskunft,
2241,ausland,
2250,auslanderin,
2251,auslanderinn,
2255,ausleih,
2256,ausmach,
2259,ausn,
2260,ausnahm,
2261,auspack,
2262,ausreich,
2264,ausricht,
2265,ausruh,
2266,aussag,
2267,ausschliess,
2269,ausseh,
2271,auss,
2280,ausserd,
2284,ausserhalb,
2289,aussicht,
2294,aussieht,
2295,aussprach,
2296,aussprech,
2297,aussteig,
2308,ausstell,
2314,aussuch,
2315,austausch,
2316,austrag,
2317,auswahl,
2320,ausweis,
2330,auszieh,
2332,auszumach,
2333,auto,
2425,autobahn,
2437,autofabr,
2438,autofahr,
2440,automat,
2457,automechan,
2458,automobilmess,
2459,autor,
2460,autorin,
2461,autos,
2463,autotur,
2464,auu,
2465,auuf,
2475,auus,
2483,auussag,
2484,auuuf,
2485,aydin,
2486,baa,
2487,baby,
2499,babysitt,
2501,bachstrass,
2502,back,
2512,backerei,
2516,backerel,
2517,backform,
2518,backt,
2522,bad,
2546,badet,
2548,badewann,
2550,badezimm,
2552,bahn,
2573,bahnhof,
2620,bahnhofsrestaurant,
2621,bahnhofstrass,
2624,bahnsteig,
2635,bald,
2656,balkon,
2665,ball,
2673,ballett,
2674,banan,
2681,bancomat,
2682,band,
2683,bank,
2705,bankkonto,
2706,bankleitzahl,
2707,bankomat,
2712,bar,
2723,barg,
2724,bargeld,
2725,bart,
2727,basel,
2728,basketball,
2732,bast,
2734,bastelmateriali,
2735,basteln,
2738,bastelt,
2740,bat,
2741,batteri,
2743,bau,
2744,bauch,
2748,bauchschmerz,
2756,bauernhof,
2757,bauingenieur,
2758,baum,
2772,baustel,
2773,baustell,
2778,baustellenbereich,
2779,baustil,
2780,baut,
2783,bay,
2784,bdbietet,
2785,beacht,
2790,beachtet,
2792,beamt,
2793,beamtin,
2795,beant,
2796,beantrag,
2797,beantragt,
2800,beantwort,
2803,beantwortet,
2808,bearbeit,
2809,bearundet,
2810,beau,
2811,beck,
2812,bedank,
2815,bedankt,
2819,bedarf,
2820,bedeut,
2822,bedeutet,
2834,bedi,
2835,bedient,
2839,bedienungsanleit,
2840,beding,
2843,beduc,
2844,beeil,
2854,beeilt,
2859,beeinfluss,
2860,beeinflusst,
2863,beend,
2866,beendet,
2870,befand,
2871,befind,
2872,befindet,
2876,befreit,
2877,befried,
2878,befund,
2879,begann,
2880,begegn,
2881,begegnet,
2884,begeistert,
2886,beginn,
2892,beginnt,
2908,begleit,
2910,begleitet,
2912,begmnt,
2913,begonn,
2914,begrenzt,
2915,begrund,
2919,begrundet,
2923,begruss,
2924,begrusst,
2929,behalt,
2932,behandeln,
2933,behandelt,
2936,behandl,
2937,behaupt,
2938,behauptet,
2941,behielt,
2942,behind,
2943,behindert,
2947,behord,
2948,bei,
3112,beid,
3134,beim,
3167,bein,
3179,beinah,
3180,beispi,
3181,beispiel,
3188,beispielsweis,
3189,beiss,
3190,beisst,
3191,beit,
3192,beitrag,
3194,bekam,
3195,bekannt,
3217,bekomm,
3317,bekommt,
3339,bel,
3341,beleg,
3342,belegt,
3343,beleid,
3344,beleidigt,
3347,beliebt,
3350,bella,
3351,bemerk,
3352,bemerkt,
3355,bemuh,
3356,bemuht,
3359,benot,
3360,benotigt,
3362,benutz,
3375,benutzt,
3379,benzin,
3382,benzinpreis,
3383,beobacht,
3384,beobachtet,
3387,bequ,
3391,bequem,
3394,ber,
3395,berat,
3404,berechn,
3405,berechnet,
3408,bereich,
3409,bereit,
3413,bereitet,
3419,berg,
3435,berghaus,
3436,bericht,
3442,berichtet,
3448,beriet,
3449,berlin,
3487,beruf,
3508,berufstat,
3510,beruh,
3512,beruhigt,
3514,beruhmt,
3518,beruhrt,
3519,besass,
3520,bescha,
3521,beschad,
3522,beschadigt,
3525,beschaft,
3526,beschaftigt,
3531,bescheid,
3545,beschliess,
3546,beschliesst,
3547,beschloss,
3550,beschrank,
3551,beschrankt,
3553,beschreib,
3557,beschreibt,
3560,beschrieb,
3562,beschw,
3566,beschwert,
3572,besess,
3573,besetz,
3574,besetzt,
3588,besicht,
3594,besichtigt,
3601,besitz,
3602,besitzt,
3605,besond,
3626,besorg,
3629,besorgt,
3631,besprach,
3632,besprech,
3635,bespricht,
3636,besproch,
3637,bess,
3658,besser,
3659,best,
3660,bestand,
3668,bestati,
3669,bestat,
3674,bestatigt,
3682,besteh,
3683,besteht,
3687,bestell,
3698,bestellt,
3723,bestimmt,
3730,bestraf,
3731,bestraft,
3735,bestucczjht,
3736,besuch,
3770,besucht,
3777,beteil,
3778,beteiligt,
3780,betrag,
3782,betragt,
3783,betret,
3784,betreu,
3786,betreuerin,
3787,betreut,
3791,betreverin,
3792,betrieb,
3799,betriebsrat,
3800,betriebsratin,
3801,betriebssyst,
3802,betrog,
3804,betrug,
3805,betrugt,
3806,betrunk,
3807,bett,
3826,béuch,
3827,bevolker,
3828,bevor,
3831,bewarb,
3832,beweg,
3835,bewegt,
3838,beweis,
3841,beweist,
3842,bewerb,
3850,bewi,
3851,bewies,
3852,bewirbt,
3853,bewohn,
3854,bewohnerin,
3855,bewolkt,
3857,beworb,
3861,bewund,
3862,bezah,
3863,bezahl,
3879,bezahlt,
3887,bezieh,
3889,bgrf,
3890,bibliothek,
3896,biegt,
3897,bier,
3918,biert,
3919,biet,
3920,bietet,
3924,biio,
3925,bild,
3943,bildschirm,
3946,billet,
3947,billett,
3949,billig,
3962,bin,
4132,bio,
4133,bioabfall,
4134,biogemus,
4135,biologi,
4136,biolog,
4137,birn,
4141,bis,
4222,bish,
4223,biss,
4224,bissch,
4242,bist,
4294,bistro,
4295,bit,
4296,bitt,
4829,bittet,
4830,bjoorn,
4831,blass,
4832,blatt,
4839,blau,
4845,bleib,
4877,bleibt,
4884,bleistift,
4894,blg,
4895,blick,
4899,blieb,
4900,blind,
4901,blitz,
4905,blitzt,
4907,blod,
4908,blog,
4909,blond,
4913,bloss,
4915,bluh,
4916,bluht,
4918,blum,
4929,blus,
4951,blut,
4953,blutet,
4955,bod,
4960,bodense,
4961,bog,
4963,bohn,
4967,bond,
4968,book,
4970,boos,
4971,boot,
4973,bord,
4974,bos,
4982,bot,
4983,botschaft,
4984,brach,
4985,bracht,
4986,brandn,
4987,brannt,
4988,brasili,
4993,brat,
5001,bratwurst,
5002,brauch,
5079,braucht,
5094,brech,
5095,breit,
5105,brem,
5106,brems,
5111,brenn,
5112,brennt,
5113,bricht,
5114,brief,
5154,briefkast,
5159,briefmark,
5172,brieftasch,
5176,brieftrag,
5178,brieftragerin,
5179,briefumschlag,
5182,briet,
5183,brill,
5199,bring,
5236,bringt,
5239,broschur,
5240,brot,
5256,brotch,
5271,brotli,
5274,bruck,
5277,brud,
5311,brunn,
5312,brust,
5313,bsp,
5314,btly,
5315,bub,
5317,buch,
5359,buchdruck,
5375,buchhandl,
5376,buchlad,
5377,buchmess,
5378,buchs,
5380,buchsta,
5381,buchstab,
5387,buchstabi,
5392,buchstabiert,
5394,buchstablert,
5395,bucht,
5397,bud,
5398,buffet,
5399,buhn,
5400,bul,
5401,bundeskanzlerin,
5402,bunt,
5406,burg,
5408,burgerin,
5409,burgerinn,
5410,buro,
5434,buros,
5435,burst,
5437,bus,
5472,busbahnhof,
5473,busfahr,
5474,busfahrerin,
5475,butt,
5484,buttercrem,
5485,buuro,
5486,caf,
5498,cafeteria,
5502,camping,
5503,campingplatz,
5504,carag,
5505,card,
5507,carola,
5508,cas,
5509,caterina,
5510,cbl,
5511,cchhau,
5512,cds,
5513,cecn,
5514,ceficht,
5515,ceh,
5516,celsius,
5517,cent,
5518,cepack,
5519,cgregor,
5520,chalt,
5521,chanc,
5523,charlott,
5524,chatt,
5525,chattet,
5526,chauf,
5527,chef,
5538,chefin,
5542,chen,
5543,chet,
5544,chic,
5545,chick,
5546,chiemse,
5547,china,
5550,chines,
5551,chipkart,
5552,chmeckt,
5553,christina,
5554,christin,
5555,chtist,
5556,cin,
5557,circa,
5559,claudia,
5562,club,
5564,cna,
5565,coiffeur,
5567,coiffeus,
5568,cola,
5570,comic,
5571,comics,
5572,comput,
5593,computerfachfrau,
5594,computerkenntnis,
5595,computerkur,
5598,computerprogramm,
5599,computerraum,
5600,computerspezialist,
5601,conchi,
5603,cou,
5604,couch,
5605,cousin,
5608,couvert,
5610,crem,
5617,cthph,
5618,ctift,
5619,daar,
5620,daba,
5621,dabei,
5635,dabel,
5642,dach,
5644,dacht,
5647,dafur,
5664,dageg,
5674,dah,
5676,dahin,
5677,damal,
5680,dam,
5690,damit,
5698,danach,
5700,dan,
5701,daneb,
5706,dang,
5707,dank,
5731,dankbar,
5779,dankt,
5781,dann,
5820,dapfel,
5821,dar,
5822,daran,
5829,darauf,
5834,darf,
5901,dargestellt,
5902,darguf,
5903,darmstadt,
5904,darstell,
5906,darub,
5913,darum,
5914,das,
7340,dass,
7442,dasselb,
7444,dassiv,
7445,dast,
7446,datei,
7460,datel,
7461,dat,
7466,datum,
7476,dau,
7479,dauernd,
7481,dauert,
7493,dauvuert,
7494,dav,
7495,davert,
7500,davon,
7502,davu,
7504,davuert,
7505,dazu,
7510,dbitt,
7511,ddas,
7512,ddemi,
7513,deck,
7515,dein,
7614,dekomm,
7615,dekori,
7616,dekoriert,
7618,dem,
7810,den,
8184,denk,
8196,denkmal,
8199,denkt,
8202,denn,
8232,dennis,
8233,der,
9895,deremgang,
9897,derselb,
9898,dert,
9899,deruhmt,
9900,des,
9926,deshalb,
9936,dessert,
9939,desto,
9940,desweg,
9941,det,
9942,detail,
9944,deutlich,
9948,deutsch,
9985,deutschkenntnis,
9986,deutschkur,
9996,deutschland,
10014,deutschlehrerin,
10015,deutschlern,
10016,deutschub,
10017,dgr,
10018,dialekt,
10019,dialog,
10020,diat,
10021,dich,
10089,dicht,
10090,dick,
10093,die,
12384,dieb,
12386,diek,
12387,dien,
12389,dienstag,
12395,dient,
12397,dies,
12500,diese,
12501,dieselb,
12775,diesmal,
12778,dietmar,
12779,digital,
12780,digitaluhr,
12781,dina,
12782,ding,
12788,diplom,
12789,dir,
12905,direkt,
12933,direktor,
12934,direktorin,
12935,dis,
12936,disco,
12939,disko,
12944,diskothek,
12945,diskussion,
12950,diskuti,
12954,diskutiert,
12959,dissch,
12960,distanz,
12962,ditt,
12963,dium,
12964,dıe,
12965,dje,
12966,dlass,
12967,dle,
12968,dles,
12969,doch,
13031,doktor,
13038,doktorin,
13039,dokument,
13042,dollar,
13043,dom,
13044,donau,
13045,donn,
13047,donnerstag,
13049,donnert,
13051,doppel,
13052,doppelbett,
13053,doppelklick,
13054,doppelt,
13055,doppelzimm,
13061,dopular,
13062,dorf,
13073,dort,
13099,dorth,
13100,dorthin,
13104,dortmund,
13105,dos,
13109,dositiv,
13110,dpark,
13111,dparki,
13112,dparkiert,
13113,dra,
13114,dran,
13115,drauss,
13135,dreck,
13138,dreh,
13141,dreht,
13144,drei,
13194,dreijahr,
13195,dreimal,
13200,dreissig,
13201,dreiundzwanz,
13202,dreizimmerwohn,
13203,dresd,
13204,drin,
13205,dringend,
13211,drinn,
13216,dritt,
13222,drog,
13224,drogeri,
13225,drub,
13233,druck,
13261,druckt,
13266,dser,
13267,duc,
13268,duchstablert,
13269,duk,
13270,dumm,
13277,dung,
13278,dunk,
13279,dunkel,
13285,dunkelblau,
13286,dunkeln,
13287,dunkl,
13288,dunn,
13294,durch,
13319,durcheinand,
13321,durchsag,
13326,durchschnitt,
13330,durf,
13358,durft,
13359,durst,
13365,durstig,
13366,dus,
13367,dusch,
13382,duscht,
13384,duu,
13387,duz,
13388,duziert,
13389,duzt,
13391,eaieel,
13392,eajrggerg,
13393,eanrr,
13394,eba,
13395,eben,
13400,ebenfall,
13401,ebenso,
13402,ebor,
13403,eburtstag,
13404,echt,
13409,eck,
13433,eckig,
13435,eden,
13436,eeitt,
13437,een,
13438,eencpt,
13439,éetrsteht,
13440,egal,
13447,eglaubt,
13448,egrund,
13449,egt,
13450,ehe,
13454,ehefrau,
13458,ehemann,
13461,ehen,
13462,ehepaar,
13463,ehepartn,
13464,eher,
13466,ehor,
13467,ehort,
13468,ehrlich,
13471,ehtan,
13472,eib,
13473,eichy,
13474,eig,
13482,eigent,
13488,eign,
13489,eignet,
13491,eil,
13494,eilig,
13499,eilt,
13501,ein,
14067,einatm,
14068,einbahnstrass,
14069,einbrech,
14074,einbrecherin,
14075,einbruch,
14076,eindeut,
14078,eindruck,
14923,einerseit,
14925,einfach,
14946,einfahrt,
14949,einfall,
14952,einfluss,
14953,einfug,
14954,einfuhr,
14956,eingang,
14965,eing,
14966,eingebroch,
14967,eingefall,
14968,eingefugt,
14969,eingefuhrt,
14970,eingekauft,
14971,eingelad,
14973,eingenomm,
14974,eingepackt,
14976,eingerichtet,
14980,eingeschaltet,
14981,eingeschlaf,
14982,eingeschloss,
14983,eingesetzt,
14984,eingestellt,
14985,eingestieg,
14986,eingetrag,
14988,eingetret,
14989,eingezahlt,
14990,eingezob,
14991,eingezog,
14992,einheit,
14994,einhundert,
14995,einig,
15003,einigt,
15005,einkauf,
15022,einkaufslist,
15023,einkaufszentrum,
15024,einkomm,
15026,einlad,
15046,einmal,
15086,einnahm,
15088,einnehm,
15091,einpack,
15094,einpark,
15095,einricht,
15100,einsam,
15101,einschalt,
15103,einschaltet,
15104,einschliess,
15105,einschreib,
15106,einsetz,
15107,einsteig,
15113,einstein,
15114,einstell,
15115,eintrag,
15117,eintret,
15118,eintritt,
15133,eintrittskart,
15134,einverstand,
15144,einwohn,
15145,einwohnerin,
15146,einzahl,
15148,einzel,
15151,einzelkind,
15152,einzeln,
15156,einzelzimm,
15162,einzieh,
15165,einzig,
15168,eis,
15177,eisenbahn,
15178,eiwiii,
15179,elamat,
15180,elch,
15181,ele,
15182,elegant,
15184,elektr,
15186,elektro,
15187,elektrogerat,
15188,elektrogeschaft,
15189,elektroherd,
15190,elektroingenieur,
15191,elektron,
15192,elf,
15193,eln,
15194,elt,
15220,elternvertret,
15221,eltlfabrl,
15222,eltvill,
15223,emburo,
15224,eme,
15225,emen,
15226,emil,
15227,emilia,
15228,empfahl,
15229,empfang,
15240,empfangt,
15241,empfehl,
15248,empfiehlt,
15249,empfing,
15250,empfohl,
15251,emverstand,
15252,end,
15272,endet,
15280,endgult,
15284,endlich,
15297,endspiel,
15298,ener,
15299,energi,
15302,eng,
15309,england,
15310,englisch,
15314,englischkur,
15315,enkel,
15316,enkelin,
15317,enn,
15318,enntmss,
15319,ens,
15320,ent,
15321,entdeck,
15322,entdeckt,
15325,entfern,
15326,entfernt,
15332,entgeg,
15333,entgegengekomm,
15334,entgegenkomm,
15335,enthalt,
15339,entlang,
15340,entlass,
15343,entlasst,
15345,entliess,
15346,entscheid,
15349,entscheidet,
15353,entschied,
15356,entschliess,
15357,entschliesst,
15358,entschloss,
15362,entschluss,
15363,entschuldi,
15364,entschuld,
15375,entschuldigt,
15401,entsorg,
15402,entsorgt,
15404,entspann,
15405,entstand,
15407,entsteh,
15408,entsteht,
15409,enttausch,
15411,enttauscht,
15415,entwed,
15418,entwickeln,
15419,entwickelt,
15423,entwickl,
15425,enzo,
15426,eper,
15427,erbzum,
15428,erdapfel,
15430,erdbeergeschmack,
15431,erd,
15434,erdgeschoss,
15440,ereign,
15441,ereignet,
15443,ereignis,
15446,eren,
15447,erfahr,
15450,erfahrt,
15456,erfand,
15457,erfind,
15458,erfindet,
15460,erfolg,
15464,erfolgreich,
15467,erford,
15470,erfordert,
15473,erfuhr,
15474,erfull,
15476,erfullt,
15478,erfund,
15479,erganz,
15480,erganzt,
15482,ergebnis,
15491,ergeschoss,
15492,erhalt,
15499,erhielt,
15500,erhoh,
15501,erhoht,
15507,erhol,
15508,erholt,
15513,erichtet,
15514,erinn,
15519,erinnerst,
15520,erinnert,
15524,erinner,
15526,erkalt,
15528,erkaltet,
15549,erkannt,
15553,erkenn,
15555,erkennt,
15556,erklar,
15566,erklart,
15573,erkund,
15575,erkundigt,
15578,erlau,
15579,erlaub,
15582,erlaubnis,
15584,erlaubt,
15599,erlauhbt,
15600,erleb,
15601,erlebnis,
15602,erlebt,
15605,erled,
15607,erledigt,
15610,erleicht,
15611,erleichtert,
15615,ermass,
15620,ern,
15621,ernahr,
15623,ernahrt,
15627,ernst,
15629,ernsthaft,
15630,ernt,
15631,eroffn,
15633,eroffnet,
15639,err,
15640,erreich,
15650,erreicht,
15656,ersatz,
15657,erscheint,
15658,erschi,
15659,erschopft,
15660,erschrak,
15661,erschreck,
15662,erschreckt,
15665,erschrickt,
15666,erschrock,
15668,ersetz,
15670,ersetzt,
15672,erst,
15720,erstell,
15721,erstellt,
15737,ert,
15738,erwachs,
15747,erwart,
15750,erwartet,
15754,erweitert,
15755,erzahl,
15764,erzahlt,
15775,erzieh,
15776,erzieht,
15778,erzog,
15780,esen,
15781,esist,
15782,ess,
15906,essensausgab,
15908,essig,
15909,esstisch,
15910,etag,
15912,etc,
15913,etrsucht,
15914,ett,
15915,etwa,
15923,etwas,
16021,euch,
16034,euer,
16036,eufht,
16037,eur,
16043,euro,
16108,europa,
16110,eut,
16111,euuro,
16112,eva,
16117,evd,
16118,eventuel,
16119,eventuell,
16120,ever,
16121,ewg,
16122,ewig,
16123,expert,
16124,export,
16126,exportabteil,
16127,extra,
16130,extr,
16131,fabrik,
16133,fach,
16138,fachfrau,
16139,fachleut,
16140,fachmann,
16141,faer,
16142,fah,
16143,fahig,
16145,fahr,
16156,fahrbahn,
16268,fahrerin,
16269,fahrgeld,
16270,fahrkart,
16289,fahrkartenautomat,
16290,fahrkartenkontroll,
16291,fahrplan,
16295,fahrrad,
16316,fahrradfahr,
16317,fahrschein,
16318,fahrst,
16325,fahrstuhl,
16326,fahrt,
16377,fahrtkost,
16378,fahrzeug,
16379,fair,
16380,faktor,
16381,fall,
16395,fallig,
16397,fallt,
16407,falsch,
16422,fami,
16423,famil,
16424,famili,
16463,familienangehor,
16464,familienfei,
16465,familiennam,
16470,familienstand,
16475,familientreff,
16476,famill,
16477,fan,
16478,fand,
16481,fang,
16484,fangt,
16494,fantasi,
16496,fantast,
16500,farb,
16512,farbig,
16514,farbstift,
16515,fark,
16516,fas,
16517,faschiert,
16519,fasching,
16522,fasnacht,
16523,fasnachtsumzusg,
16524,fass,
16525,fasst,
16527,fast,
16545,faul,
16549,faulenz,
16550,faulenzt,
16552,fauteuil,
16554,fax,
16556,februar,
16557,fehl,
16561,fehlend,
16576,fehlt,
16601,feier,
16603,feierab,
16606,feiern,
16615,feiert,
16616,feiertag,
16623,feilertag,
16624,feld,
16625,fel,
16626,felertag,
16627,felix,
16628,fenst,
16654,fentlicht,
16655,feri,
16672,ferienapartment,
16673,ferienjob,
16674,ferienwohn,
16675,fern,
16679,fernbedien,
16681,ferngeseh,
16682,fernsehapparat,
16683,fernseh,
16714,fernsehkanal,
16715,fernzuseh,
16716,ferti,
16717,fertig,
16747,fertigzumach,
16748,fest,
16786,festgehalt,
16787,festgelegt,
16788,festgenomm,
16789,festgesetzt,
16790,festgestand,
16791,festgestellt,
16792,festhalt,
16793,festival,
16794,festleg,
16795,festnehm,
16796,festnetztelefon,
16797,festplatt,
16798,festsetz,
16799,feststeh,
16800,feststell,
16801,fetrtlg,
16802,fett,
16808,fettarm,
16810,feucht,
16812,feu,
16817,feueralarm,
16818,feuerwehr,
16819,feuerwehrmann,
16820,feuerzeug,
16822,fieb,
16833,fiel,
16837,figur,
16839,film,
16896,filugzeug,
16897,finanziell,
16899,finanzi,
16900,finanziert,
16902,find,
16980,findet,
16993,fing,
16996,fingernag,
16997,fiojek,
16998,firma,
17038,firm,
17039,firmeneroffn,
17040,fisch,
17051,fit,
17057,fitness,
17058,fiug,
17059,flach,
17062,flasch,
17076,fleck,
17077,fleis,
17078,fleisch,
17099,fleischhau,
17100,fleischhauerin,
17101,fleissig,
17106,flexibel,
17107,flieg,
17115,fliegt,
17117,flieh,
17118,flieht,
17119,fliess,
17120,fliessend,
17122,fliesst,
17123,flng,
17124,floh,
17125,flohmarkt,
17127,florian,
17128,floss,
17129,flot,
17131,flsj,
17132,flucht,
17134,flug,
17140,flughaf,
17152,flugzeug,
17163,flur,
17166,fluss,
17172,flussig,
17173,fmqs,
17174,folg,
17180,folgend,
17185,folgt,
17187,ford,
17189,fordert,
17197,forder,
17200,for,
17201,form,
17202,formular,
17218,forsch,
17219,forschung,
17221,fort,
17224,fortbild,
17225,fortgesetzt,
17226,fortschritt,
17229,fortsetz,
17231,forum,
17232,fot,
17233,foto,
17243,fotoapparat,
17248,fotograf,
17249,fotografi,
17252,fotografiert,
17256,fotografin,
17257,fotos,
17260,frag,
17300,fragt,
17303,francesco,
17304,francescos,
17305,franco,
17306,frankfurt,
17330,frankreich,
17334,franzos,
17335,frass,
17336,frau,
17420,frazgt,
17421,fre,
17422,frech,
17423,frei,
17449,freiburg,
17452,freien,
17453,freihalt,
17454,freiheit,
17455,freitag,
17460,freiwill,
17461,freizeit,
17465,freizeitaktiv,
17466,frel,
17471,freli,
17472,fremd,
17479,fremdsprach,
17481,fress,
17485,freud,
17488,freu,
17494,freund,
17533,freundin,
17560,freundlich,
17571,freundschaft,
17572,freut,
17576,fried,
17578,frier,
17579,friert,
17580,frisch,
17593,friseur,
17596,friseurin,
17598,frisst,
17599,frist,
17600,frisur,
17601,frit,
17608,froh,
17614,frohlich,
17616,fror,
17617,frucht,
17621,fruh,
17636,fruhdien,
17650,fruhling,
17651,fruhstuck,
17681,fruhstuckt,
17683,fst,
17684,fugt,
17686,fuhl,
17696,fuhlt,
